Comparing 18_45_thrdscan.txt and 18_50_thrdscan.txt:

There are 758 changes in the threads.
There are 173 New Threads.
There are 258 Terminated Threads.
There are 264 distinct TIDs that have changed.
Key change counts:
  Offset: 230
  PID: 226
  CreateTime: 230
  ExitTime: 42
  StartAddress: 30

(196, 'Changed Offset', '0xa0851a86d080', '0xa08517eb2080')
(2360, 'Changed Offset', '0xa0851b7ae040', '0xa085155b5080')
(2360, 'Changed PID', 4796, 2440)
(2360, 'Changed CreateTime', '2024-06-11 16:47:39.000000 ', '2024-06-11 16:49:48.000000 ')
(2368, 'Changed ExitTime', '-', '2024-06-11 16:50:55.000000 ')
(2372, 'Changed Offset', '0xa0851bbae080', '0xa0851a157080')
(2372, 'Changed PID', 6988, 5676)
(2372, 'Changed CreateTime', '2024-06-11 16:48:24.000000 ', '2024-06-11 16:53:35.000000 ')
(2376, 'Changed Offset', '0xa0851b2b9080', '0xa0851c213080')
(2376, 'Changed PID', 7876, 1260)
(2376, 'Changed CreateTime', '2024-06-11 16:46:40.000000 ', '2024-06-11 16:50:23.000000 ')
(2396, 'Changed ExitTime', '-', '2024-06-11 16:52:14.000000 ')
(2400, 'Changed Offset', '0xa0851aa26080', '0xa08517e60080')
(2400, 'Changed PID', 5492, 1448)
(2400, 'Changed CreateTime', '2024-06-11 16:47:37.000000 ', '2024-06-11 16:52:21.000000 ')
(2416, 'Changed Offset', '0xa0851a256080', '0xa0851a866040')
(2416, 'Changed PID', 2060, 3888)
(2416, 'Changed CreateTime', '2024-06-11 16:44:14.000000 ', '2024-06-11 16:54:01.000000 ')
(2424, 'Changed Offset', '0xa0851a0d4080', '0xa0851adc2080')
(2424, 'Changed PID', 1048, 2280)
(2424, 'Changed CreateTime', '2024-06-11 16:49:34.000000 ', '2024-06-11 16:52:07.000000 ')
(2432, 'Changed Offset', '0xa0851a241080', '0xa0851a399080')
(2432, 'Changed PID', 2072, 3056)
(2432, 'Changed CreateTime', '2024-06-11 16:44:14.000000 ', '2024-06-11 16:54:00.000000 ')
(2436, 'Changed Offset', '0xa0851adbb080', '0xa0851aa4f080')
(2436, 'Changed PID', 3152, 6456)
(2436, 'Changed CreateTime', '2024-06-11 16:49:25.000000 ', '2024-06-11 16:54:22.000000 ')
(2448, 'Changed Offset', '0xa0851b3c2080', '0xa08516f19080')
(2448, 'Changed PID', 3736, 6648)
(2448, 'Changed CreateTime', '2024-06-11 16:45:47.000000 ', '2024-06-11 16:54:11.000000 ')
(2528, 'Changed Offset', '0xa0851aedc040', '0xa0851b9de080')
(2528, 'Changed PID', 4236, 6504)
(2528, 'Changed CreateTime', '2024-06-11 16:49:25.000000 ', '2024-06-11 16:52:07.000000 ')
(2544, 'Changed Offset', '0xa0851bbef080', '0xa0851be9c080')
(2544, 'Changed CreateTime', '2024-06-11 16:47:33.000000 ', '2024-06-11 16:49:52.000000 ')
(2596, 'Changed Offset', '0xa0851bd6d080', '0xa0851c270080')
(2596, 'Changed PID', 6168, 1884)
(2596, 'Changed CreateTime', '2024-06-11 16:47:37.000000 ', '2024-06-11 16:50:20.000000 ')
(2604, 'Changed Offset', '0xa0851abc8040', '0xa08516d23040')
(2604, 'Changed PID', 3556, 8108)
(2604, 'Changed CreateTime', '2024-06-11 16:49:25.000000 ', '2024-06-11 16:52:07.000000 ')
(2624, 'Changed Offset', '0xa0851b6b6040', '0xa0851ab1f080')
(2624, 'Changed CreateTime', '2024-06-11 16:47:58.000000 ', '2024-06-11 16:53:34.000000 ')
(2672, 'Changed Offset', '0xa0851a358080', '0xa0851a730080')
(2672, 'Changed PID', 7372, 6648)
(2672, 'Changed CreateTime', '2024-06-11 16:47:01.000000 ', '2024-06-11 16:54:11.000000 ')
(2680, 'Changed Offset', '0xa0851a80d080', '0xa08517eb3080')
(2680, 'Changed PID', 1436, 4264)
(2680, 'Changed CreateTime', '2024-06-11 16:47:57.000000 ', '2024-06-11 16:54:09.000000 ')
(2700, 'Changed Offset', '0xa0851b3a2080', '0xa08516f27040')
(2700, 'Changed PID', 7124, 1796)
(2700, 'Changed CreateTime', '2024-06-11 16:47:49.000000 ', '2024-06-11 16:54:08.000000 ')
(2708, 'Changed Offset', '0xa08517e82080', '0xa0851559c080')
(2708, 'Changed PID', 5732, 7536)
(2708, 'Changed CreateTime', '2024-06-11 16:48:59.000000 ', '2024-06-11 16:54:06.000000 ')
(2808, 'Changed Offset', '0xa0851baf1080', '0xa0851b6b9080')
(2808, 'Changed PID', 4964, 1712)
(2808, 'Changed StartAddress', '0x7ffc932a2690', '0xf800752e4350')
(2808, 'Changed CreateTime', '2024-06-11 16:48:33.000000 ', '2024-06-11 16:49:34.000000 ')
(2828, 'Changed Offset', '0xa08517e0b080', '0xa0851ae92040')
(2828, 'Changed PID', 940, 6456)
(2828, 'Changed CreateTime', '2024-06-11 16:49:36.000000 ', '2024-06-11 16:52:41.000000 ')
(2844, 'Changed ExitTime', '-', '2024-06-11 16:50:10.000000 ')
(2856, 'Changed Offset', '0xa08516fa6080', '0xa0851a96e040')
(2856, 'Changed PID', 8108, 3136)
(2856, 'Changed CreateTime', '2024-06-11 16:46:42.000000 ', '2024-06-11 16:54:17.000000 ')
(2864, 'Changed Offset', '0xa0851b01b040', '0xa0851aead080')
(2864, 'Changed PID', 2124, 1436)
(2864, 'Changed CreateTime', '2024-06-11 16:48:14.000000 ', '2024-06-11 16:53:35.000000 ')
(2908, 'Changed Offset', '0xa085154d2080', '0xa0851a5a0040')
(2908, 'Changed PID', 6504, 1032)
(2908, 'Changed CreateTime', '2024-06-11 16:47:21.000000 ', '2024-06-11 16:53:26.000000 ')
(2932, 'Changed Offset', '0xa0851a474080', '0xa0851aed9040')
(2932, 'Changed PID', 2244, 4264)
(2932, 'Changed CreateTime', '2024-06-11 16:44:16.000000 ', '2024-06-11 16:54:10.000000 ')
(2932, 'Changed ExitTime', '2024-06-11 16:44:39.000000 ', '-')
(3016, 'Changed Offset', '0xa0851add0080', '0xa0851558b080')
(3016, 'Changed PID', 844, 6648)
(3016, 'Changed CreateTime', '2024-06-11 16:47:37.000000 ', '2024-06-11 16:54:11.000000 ')
(3020, 'Changed StartAddress', '0xcb09625e4760', '0xa0851a0b94c8')
(3020, 'Changed ExitTime', '-', '2024-06-11 16:54:17.000000 ')
(3220, 'Changed Offset', '0xa0851a5a3080', '0xa0851a810080')
(3220, 'Changed PID', 2484, 548)
(3220, 'Changed CreateTime', '2024-06-11 16:49:33.000000 ', '2024-06-11 16:54:02.000000 ')
(3292, 'Changed Offset', '0xa08517eaf080', '0xa08515522040')
(3292, 'Changed PID', 5676, 4092)
(3292, 'Changed CreateTime', '2024-06-11 16:48:26.000000 ', '2024-06-11 16:52:38.000000 ')
(3296, 'Changed Offset', '0xa0851bd91080', '0xa0851a871080')
(3296, 'Changed PID', 896, 7536)
(3296, 'Changed CreateTime', '2024-06-11 16:47:50.000000 ', '2024-06-11 16:49:48.000000 ')
(3308, 'Changed Offset', '0xa0851b4c0040', '0xa0851bd61080')
(3308, 'Changed PID', 1036, 5676)
(3308, 'Changed CreateTime', '2024-06-11 16:46:34.000000 ', '2024-06-11 16:51:54.000000 ')
(3308, 'Changed ExitTime', '-', '2024-06-11 16:51:58.000000 ')
(3376, 'Changed Offset', '0xa0851a864080', '0xa08516f28080')
(3376, 'Changed PID', 7124, 5932)
(3376, 'Changed CreateTime', '2024-06-11 16:48:51.000000 ', '2024-06-11 16:54:08.000000 ')
(3392, 'Changed Offset', '0xa0851a698040', '0xa08516ebc080')
(3392, 'Changed PID', 3184, 3888)
(3392, 'Changed CreateTime', '2024-06-11 16:44:18.000000 ', '2024-06-11 16:54:04.000000 ')
(3432, 'Changed Offset', '0xa0851b9f0040', '0xa0851b9ee080')
(3432, 'Changed PID', 3028, 7712)
(3432, 'Changed CreateTime', '2024-06-11 16:47:08.000000 ', '2024-06-11 16:52:25.000000 ')
(3440, 'Changed Offset', '0xa0851b9f4080', '0xa0851a162040')
(3440, 'Changed PID', 4264, 3316)
(3440, 'Changed CreateTime', '2024-06-11 16:46:48.000000 ', '2024-06-11 16:52:47.000000 ')
(3468, 'Changed Offset', '0xa0851bcdb080', '0xa0851a469080')
(3468, 'Changed PID', 5900, 6648)
(3468, 'Changed CreateTime', '2024-06-11 16:47:49.000000 ', '2024-06-11 16:53:51.000000 ')
(3480, 'Changed Offset', '0xa0851aee4040', '0xa0851b9d7040')
(3480, 'Changed PID', 6456, 5440)
(3480, 'Changed CreateTime', '2024-06-11 16:48:49.000000 ', '2024-06-11 16:52:36.000000 ')
(3608, 'Changed Offset', '0xa0851a730080', '0xa0851bd7f080')
(3608, 'Changed PID', 1996, 5676)
(3608, 'Changed CreateTime', '2024-06-11 16:44:19.000000 ', '2024-06-11 16:52:01.000000 ')
(3608, 'Changed ExitTime', '-', '2024-06-11 16:52:08.000000 ')
(3712, 'Changed StartAddress', '0x7ffc932a2690', '0xcb0966430d20')
(3808, 'Changed Offset', '0xa0851b057080', '0xa0851a23d080')
(3808, 'Changed PID', 2904, 1772)
(3808, 'Changed CreateTime', '2024-06-11 16:47:38.000000 ', '2024-06-11 16:52:07.000000 ')
(3812, 'Changed Offset', '0xa0851acc7040', '0xa0851b2bf080')
(3812, 'Changed PID', 4448, 1348)
(3812, 'Changed CreateTime', '2024-06-11 16:48:57.000000 ', '2024-06-11 16:52:07.000000 ')
(3816, 'Changed Offset', '0xa0851ba9b040', '0xa0851bbac040')
(3816, 'Changed PID', 7520, 6504)
(3816, 'Changed CreateTime', '2024-06-11 16:46:31.000000 ', '2024-06-11 16:52:07.000000 ')
(3868, 'Changed Offset', '0xa0851a681080', '0xa0851a358080')
(3868, 'Changed PID', 700, 1436)
(3868, 'Changed StartAddress', '0xcb09647be940', '0x7ffc932a2690')
(3868, 'Changed CreateTime', '2024-06-11 16:47:12.000000 ', '2024-06-11 16:52:57.000000 ')
(3908, 'Changed Offset', '0xa0851bd89040', '0xa0851aa43080')
(3908, 'Changed PID', 3184, 5212)
(3908, 'Changed CreateTime', '2024-06-11 16:47:40.000000 ', '2024-06-11 16:54:02.000000 ')
(3952, 'Changed StartAddress', '0xcb0966424240', '0xcb096642ef20')
(3964, 'Changed Offset', '0xa0851b04f040', '0xa0851a958080')
(3964, 'Changed PID', 2744, 7520)
(3964, 'Changed CreateTime', '2024-06-11 16:45:59.000000 ', '2024-06-11 16:54:07.000000 ')
(4024, 'Changed Offset', '0xa0851b69f040', '0xa0851a590080')
(4024, 'Changed PID', 7876, 1564)
(4024, 'Changed CreateTime', '2024-06-11 16:46:39.000000 ', '2024-06-11 16:52:07.000000 ')
(4028, 'Changed Offset', '0xa0851b6d2080', '0xa0851aa50040')
(4028, 'Changed PID', 3200, 4908)
(4028, 'Changed StartAddress', '0xcb09647bd500', '0x7ffc932a2690')
(4028, 'Changed CreateTime', '2024-06-11 16:47:13.000000 ', '2024-06-11 16:54:23.000000 ')
(4060, 'Changed Offset', '0xa0851b9e3040', '0xa0851addd080')
(4060, 'Changed PID', 1412, 5676)
(4060, 'Changed StartAddress', '0xcb09647bbfa0', '0x7ffc932a2690')
(4060, 'Changed CreateTime', '2024-06-11 16:47:39.000000 ', '2024-06-11 16:54:02.000000 ')
(4068, 'Changed StartAddress', '0xcb0963858d80', '0xcb09647b5820')
(4152, 'Changed Offset', '0xa0851a958080', '0xa0851a457080')
(4152, 'Changed PID', 1332, 2736)
(4152, 'Changed CreateTime', '2024-06-11 16:44:25.000000 ', '2024-06-11 16:54:15.000000 ')
(4184, 'Changed Offset', '0xa08515533080', '0xa0851a0d9080')
(4184, 'Changed PID', 4, 3836)
(4184, 'Changed StartAddress', '0xf800756b80c0', '0x7ffc932a2690')
(4184, 'Changed CreateTime', '2024-06-11 16:49:32.000000 ', '2024-06-11 16:51:10.000000 ')
(4268, 'Changed Offset', '0xa0851b6e3080', '0xa0851b642040')
(4268, 'Changed PID', 5676, 2316)
(4268, 'Changed CreateTime', '2024-06-11 16:47:58.000000 ', '2024-06-11 16:52:36.000000 ')
(4268, 'Changed ExitTime', '2024-06-11 16:48:06.000000 ', '-')
(4292, 'Changed Offset', '0xa0851a0cc080', '0xa0851aac3040')
(4292, 'Changed PID', 4448, 5580)
(4292, 'Changed CreateTime', '2024-06-11 16:44:31.000000 ', '2024-06-11 16:53:58.000000 ')
(4296, 'Changed Offset', '0xa0851ab1f040', '0xa0851c205080')
(4296, 'Changed PID', 2904, 5932)
(4296, 'Changed CreateTime', '2024-06-11 16:44:25.000000 ', '2024-06-11 16:50:13.000000 ')
(4344, 'Changed Offset', '0xa0851b511080', '0xa0851a594080')
(4344, 'Changed PID', 3056, 6648)
(4344, 'Changed CreateTime', '2024-06-11 16:48:20.000000 ', '2024-06-11 16:49:44.000000 ')
(4356, 'Changed Offset', '0xa0851ba09080', '0xa08516f9f080')
(4356, 'Changed PID', 1412, 4376)
(4356, 'Changed CreateTime', '2024-06-11 16:47:39.000000 ', '2024-06-11 16:51:13.000000 ')
(4372, 'Changed ExitTime', '-', '2024-06-11 16:51:06.000000 ')
(4396, 'Changed ExitTime', '-', '2024-06-11 16:54:14.000000 ')
(4412, 'Changed ExitTime', '-', '2024-06-11 16:53:20.000000 ')
(4428, 'Changed Offset', '0xa0851a471080', '0xa0851a860080')
(4428, 'Changed PID', 1184, 3056)
(4428, 'Changed CreateTime', '2024-06-11 16:47:10.000000 ', '2024-06-11 16:51:00.000000 ')
(4436, 'Changed Offset', '0xa08516e1a080', '0xa0851ae95080')
(4436, 'Changed PID', 7036, 3404)
(4436, 'Changed StartAddress', '0x7ffc932a2690', '0xcb096385aa60')
(4436, 'Changed CreateTime', '2024-06-11 16:49:38.000000 ', '2024-06-11 16:52:46.000000 ')
(4452, 'Changed Offset', '0xa0851aeaa080', '0xa085155a2040')
(4452, 'Changed PID', 4448, 5580)
(4452, 'Changed CreateTime', '2024-06-11 16:44:30.000000 ', '2024-06-11 16:53:58.000000 ')
(4500, 'Changed Offset', '0xa0851ae9a080', '0xa0851b04c040')
(4500, 'Changed PID', 4644, 2060)
(4500, 'Changed CreateTime', '2024-06-11 16:44:31.000000 ', '2024-06-11 16:51:24.000000 ')
(4524, 'Changed Offset', '0xa0851a021080', '0xa0851ae8d040')
(4524, 'Changed PID', 3732, 2484)
(4524, 'Changed CreateTime', '2024-06-11 16:49:14.000000 ', '2024-06-11 16:53:40.000000 ')
(4536, 'Changed Offset', '0xa0851beea080', '0xa0851a259080')
(4536, 'Changed PID', 3736, 5612)
(4536, 'Changed CreateTime', '2024-06-11 16:45:42.000000 ', '2024-06-11 16:54:14.000000 ')
(4612, 'Changed Offset', '0xa0851bd6c080', '0xa0851b641080')
(4612, 'Changed PID', 6820, 3956)
(4612, 'Changed CreateTime', '2024-06-11 16:47:37.000000 ', '2024-06-11 16:49:40.000000 ')
(4696, 'Changed StartAddress', '0x7ffc932a2690', '0xcb0966426880')
(4700, 'Changed ExitTime', '-', '2024-06-11 16:50:57.000000 ')
(4708, 'Changed Offset', '0xa0851a274080', '0xa0851aef2080')
(4708, 'Changed PID', 7404, 3860)
(4708, 'Changed CreateTime', '2024-06-11 16:49:28.000000 ', '2024-06-11 16:53:58.000000 ')
(4744, 'Changed Offset', '0xa0851a80c040', '0xa08515507080')
(4744, 'Changed PID', 3184, 5612)
(4744, 'Changed CreateTime', '2024-06-11 16:47:40.000000 ', '2024-06-11 16:54:11.000000 ')
(4756, 'Changed Offset', '0xa0851bfb5040', '0xa0851b8d4080')
(4756, 'Changed PID', 7900, 5676)
(4756, 'Changed CreateTime', '2024-06-11 16:47:37.000000 ', '2024-06-11 16:52:09.000000 ')
(4756, 'Changed ExitTime', '-', '2024-06-11 16:52:13.000000 ')
(4776, 'Changed Offset', '0xa08517e5c080', '0xa0851b6a5080')
(4776, 'Changed PID', 3888, 5656)
(4776, 'Changed CreateTime', '2024-06-11 16:49:26.000000 ', '2024-06-11 16:52:07.000000 ')
(4780, 'Changed ExitTime', '-', '2024-06-11 16:50:59.000000 ')
(4880, 'Changed Offset', '0xa0851bbac080', '0xa0851a267080')
(4880, 'Changed PID', 7124, 5932)
(4880, 'Changed CreateTime', '2024-06-11 16:47:49.000000 ', '2024-06-11 16:54:33.000000 ')
(4916, 'Changed Offset', '0xa0851b3bc080', '0xa0851a809040')
(4916, 'Changed PID', 4448, 6456)
(4916, 'Changed CreateTime', '2024-06-11 16:46:51.000000 ', '2024-06-11 16:54:24.000000 ')
(4932, 'Changed Offset', '0xa0851b539080', '0xa0851a456080')
(4932, 'Changed PID', 668, 5676)
(4932, 'Changed CreateTime', '2024-06-11 16:46:23.000000 ', '2024-06-11 16:53:44.000000 ')
(4932, 'Changed ExitTime', '-', '2024-06-11 16:53:49.000000 ')
(4944, 'Changed Offset', '0xa0851b720080', '0xa0851b66c080')
(4944, 'Changed PID', 824, 4264)
(4944, 'Changed CreateTime', '2024-06-11 16:47:22.000000 ', '2024-06-11 16:52:26.000000 ')
(4948, 'Changed Offset', '0xa0851add7080', '0xa08515575080')
(4948, 'Changed PID', 1048, 388)
(4948, 'Changed CreateTime', '2024-06-11 16:44:29.000000 ', '2024-06-11 16:52:07.000000 ')
(4976, 'Changed Offset', '0xa08516fa3080', '0xa0851b721080')
(4976, 'Changed PID', 6504, 700)
(4976, 'Changed CreateTime', '2024-06-11 16:49:31.000000 ', '2024-06-11 16:50:02.000000 ')
(4992, 'Changed Offset', '0xa0851b2ae080', '0xa0851a032080')
(4992, 'Changed PID', 5848, 5932)
(4992, 'Changed CreateTime', '2024-06-11 16:44:43.000000 ', '2024-06-11 16:54:03.000000 ')
(5060, 'Changed Offset', '0xa0851a035080', '0xa0851a698080')
(5060, 'Changed PID', 3956, 940)
